,title,price,link
64,"HP Victus Gaming Laptop,12th Gen Intel Core i5-12450H,4GB RTX 3050 GPU,15.6-inch(39.6 cm),FHD,IPS,16GB DDR4,512GB SSD,Backlit KB,Dual Speakers (MSO, Blue,2.37 kg),fa0666TX/fa0444tx  ","67,990",https://amazon.in//HP-i5-12450H-15-6-inch-Response-fa0666TX/dp/B0C2HZYM87/ref=sr_1_179?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-179
65,"HP Pavilion 15, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon graphics, FPR, 720p HD camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1147AU  ","55,990",https://amazon.in//HP-Pavilion-15-6-inch-graphics-eh1147AU/dp/B0CTHYJH41/ref=sr_1_180?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-180
66,"(Renewed) DELL Latitude 5490 Core i5 7th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim  ","20,070",https://amazon.in//Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BLVV4J9X/ref=sr_1_181?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-181
67,"Lenovo ThinkBook 15 G5 AMD Ryzen 7 7730U 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA00BIN  ","44,521",https://amazon.in//Lenovo-ThinkBook-Antiglare-Fingerprint-21JFA00BIN/dp/B0CGCRRC1Z/ref=sr_1_182?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-182
68,"Primebook S Wifi, 2024(NEW) Android Based MediaTek MT8183 - (PrimeOS) Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage)  ","13,490",https://amazon.in//Primebook-Android-Based-MediaTek-MT8183/dp/B0D2Y4KLGN/ref=sr_1_65?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.4hINc7wPKAEhUSyIIZg482fqBPdd9Qk0OxYXFzGhDBZdJ1jhBWZpnaDLeha6OypMqPq_MPlvBpizUzNg6A3mj068GzxxjrLYTottTVscPccEGTMg2oJROCY0W-iedc0N6yqezXT1ltDcw2sJDIQjMlbA4lCscHuLZxbnU8NUvC0QeYYNRT2aAS9LgK14ko-ObEPizwTDYs4H9HQrfcq5J21VmCqr2Wg7dk5AFeg3la8.nbeJPzF3aOkNMozwbLe3m2ONTQLfcT9ysBhQy6G2UMU&dib_tag=se&keywords=laptop&qid=1723796456&sprefix=laptop%2Caps%2C217&sr=8-65
69,"AVITA Laptop PURA S102 15.6 INCH CELERON 8GB RAM, 512GB SSD  ","18,590",https://amazon.in//AVITA-Laptop-Intel-Celeron-N4020/dp/B0CLP5C1PK/ref=sr_1_183?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-183
70,"HP Pavilion 14 12th Gen Intel Core i7 16GB SDRAM/1TB SSD 14 inch(35.6cm) FHD,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Win 11/Backlit KB/FPR/MSO 2021/Natural Silver,14-dv2015TU  ","76,990",https://amazon.in//HP-Pavilion-Micro-Edge-Graphics-14-dv2015TU/dp/B0B1MBFJJ2/ref=sr_1_184?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-184
71,"HP 245 G9 AMD Processor Ryzen 3 3250U Dual Core - (8 GB/512 GB SSD/DOS) 841W7PA Thin and Light Laptop (14 inch, Silver, 1.47 kg)  ","25,980",https://amazon.in//HP-245-G9-Processor-Ryzen/dp/B0CRDSC9CC/ref=sr_1_185?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-185
72,"(Renewed) Lenovo Thinkpad Intel Core i5 14-Inch (35.56 cms) 1366x768 Laptop (8 GB/500 GB/Windows 10/Intel HD Graphics/Black/2.20 Kg), T440  ","14,387",https://amazon.in//Certified-Refurbished-Lenovo-T440-Integrated/dp/B07GCL6J69/ref=sr_1_186?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-186
73,"HP Pavilion Laptop 15, AMD Ryzen 7 7730U, 15.6-inch(39.6 cm), FHD, 16GB DDR4,512GB SSD, Audio by B&O Dual speakers, Win 11 Home 64, Silver, 1.75 kg,15-eh3101AU  ","58,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjMzNDU1NzcwOTQ2MDgzOjE3MjM3OTY0OTk6c3BfbXRmOjMwMDI4NzA4MTI1MjQzMjo6MDo6&url=%2FHP-Pavilion-15-6-inch-Speakers-15-eh3101AU%2Fdp%2FB0CJ2MWZ34%2Fref%3Dsr_1_187_sspa%3Fcrid%3DSI8S7XFM9KC6%26dib%3DeyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1723796499%26sprefix%3Dlaptop%252Caps%252C217%26sr%3D8-187-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
74,"(Refurbished) Dell Precision 7510 Intel Core i7 - 6920HQ Quad Core Processor, 16 GB Ram & 2TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Dual Intel & Nvidia Quadro M2000M (4GB Graphic ) Laptop  ","52,590",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjMzNDU1NzcwOTQ2MDgzOjE3MjM3OTY0OTk6c3BfbXRmOjMwMDE1MzkyOTcyNTUzMjo6MDo6&url=%2FRefurbished-Dell-Precision-7510-Intel%2Fdp%2FB0CZDSX2JQ%2Fref%3Dsr_1_188_sspa%3Fcrid%3DSI8S7XFM9KC6%26dib%3DeyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1723796499%26sprefix%3Dlaptop%252Caps%252C217%26sr%3D8-188-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
75,"(Refurbished) Lenovo ThinkPad L480 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics)  ","21,898",https://amazon.in//Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0CM21TQ3W/ref=sr_1_189?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-189
76,"ASUS Vivobook 16X 2023, Intel Core i5-13500H 13th Gen, 16.0-inch FHD+ 120Hz, Creator/Gaming Laptop, Thin & Light Laptop (16GB/512GB SSD/RTX 3050 4GB/Win11/FingerPrint/Silver/1.80 kg),K3605VC-MB542WS  ","75,990",https://amazon.in//ASUS-SmartChoice-i5-13500H-FingerPrint-K3605VC-MB542WS/dp/B0C37B2V6Q/ref=sr_1_190?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-190
77,"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H,4GB RTX 2050 GPU,15.6-inch(39.6 cm),FHD,IPS,144Hz,16GB DDR4,512GB SSD,Backlit KB,W11+MSO,B&O,9ms Response time(Mica Silver, 2.29 kg),15-fa1099TX  ","60,990",https://amazon.in//HP-i5-12450H-15-6-inch-Response-15-fa1099TX/dp/B0CVQHFY9D/ref=sr_1_191?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-191
78,"Acer Aspire 5 Gaming Laptop 13th Gen Intel Core i5 (8GB RAM/512GB SSD/NVIDIA RTX 2050 4GB Graphics/144Hz/Win11Home)A515-58GM 15.6"" FHD Display, Steel Gray, Backlit Keyboard, Fingerprint Reader, 1.78KG  ","54,990",https://amazon.in//Acer-Graphics-Win11Home-A515-58GM-Fingerprint/dp/B0D1FVLVN6/ref=sr_1_192?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-192
79,"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS, 15.6-inch FHD 144Hz, Gaming Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/48WHr/Graphite Black/2.3 Kg), FA506NCR-HN054W  ","68,021",https://amazon.in//ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J/ref=sr_1_66?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.4hINc7wPKAEhUSyIIZg482fqBPdd9Qk0OxYXFzGhDBZdJ1jhBWZpnaDLeha6OypMqPq_MPlvBpizUzNg6A3mj068GzxxjrLYTottTVscPccEGTMg2oJROCY0W-iedc0N6yqezXT1ltDcw2sJDIQjMlbA4lCscHuLZxbnU8NUvC0QeYYNRT2aAS9LgK14ko-ObEPizwTDYs4H9HQrfcq5J21VmCqr2Wg7dk5AFeg3la8.nbeJPzF3aOkNMozwbLe3m2ONTQLfcT9ysBhQy6G2UMU&dib_tag=se&keywords=laptop&qid=1723796456&sprefix=laptop%2Caps%2C217&sr=8-66
80,"Acer [Smartchoice] Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","43,990",https://amazon.in//Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTLXMMC/ref=sr_1_193?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-193
81,(Refurbished) Lenovo Thinkpad Laptop L480 Full HD Screen Intel Core i5 :: 8th Generation :: 8350u Processor :: 32 GB Ram :: 512 GB SSD :: 14 Inches Notebook Computer  ,"24,950",https://amazon.in//Refurbished-Lenovo-Thinkpad-Laptop-Screen/dp/B0C1YQ8RV8/ref=sr_1_194?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-194
82,"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 8GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg  ","49,990",https://amazon.in//Dell-Generation-i5-1334U-Processor-39-62cm/dp/B0D46P4V5V/ref=sr_1_195?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-195
83,"HP Laptop 15, AMD Ryzenâ„¢ 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4(3200 SDRAM), 512GB SSD, Dual Speakers,MSO,Windows 11,Natural Silver,1.69 kg,15s-eq2305au  ","40,900",https://amazon.in//HP-RyzenTM-15-6-inch-Speakers-15s-eq2305au/dp/B0CY2MJ7LL/ref=sr_1_196?crid=SI8S7XFM9KC6&dib=eyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM&dib_tag=se&keywords=laptop&qid=1723796499&sprefix=laptop%2Caps%2C217&sr=8-196
84,"HP Pavilion 16, Enhanced by AI, Intel Core Ultra 7 155U, 16-inch (40.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Intel Graphics, 1080p FHD IR Camera, Copilot, Backlit KB (Win 11, Silver, 1.77 kg),af0028TU  ","89,761",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjMzNDU1NzcwOTQ2MDgzOjE3MjM3OTY0OTk6c3BfYnRmOjMwMDI1MDgzOTUyMDIzMjo6MDo6&url=%2FHP-Pavilion-Enhanced-Graphics-af0028TU%2Fdp%2FB0D2685XZW%2Fref%3Dsr_1_197_sspa%3Fcrid%3DSI8S7XFM9KC6%26dib%3DeyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1723796499%26sprefix%3Dlaptop%252Caps%252C217%26sr%3D8-197-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
85,"Acer Swift Go 14 Built-in AI PC Premium Laptop Intel Core Ultra 7 155H (14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win11/MSO)SFG14-73T, Pure Silver, 1.3 Kg  ","94,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNjMzNDU1NzcwOTQ2MDgzOjE3MjM3OTY0OTk6c3BfYnRmOjMwMDE2Njg3Nzc5MTMzMjo6MDo6&url=%2FAcer-Premium-Touchscreen-Graphics-SFG14-73T%2Fdp%2FB0CYH9WFJS%2Fref%3Dsr_1_198_sspa%3Fcrid%3DSI8S7XFM9KC6%26dib%3DeyJ2IjoiMSJ9.b8VQ-hnNEdem4TBgOsK10BjY-hPoypgXpLcsE4Yk3o7s-ANz9QPvY7Jo2kvCzczRTY0Cilb9MTzgYp0JQ2Q-SKV_FUQbIwHOSeLtHW-cbCl3VtwvS2ARMnaqizO-4R_6HmRRoI3YLwMf-XYyPUoYO-vI6XKpnNB0aKE1vTwH7kwjTzV427yWj_pmu2FQQiqS5Ib2sGblToCoGDB7GMxvqaogtBWNTL-L3Xs5hzFQIZw.AlLFfXw3YMV2JT57OZondh1islmYnaWKSHkgAA-mJRM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1723796499%26sprefix%3Dlaptop%252Caps%252C217%26sr%3D8-198-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
86,"ASUS Vivobook S 16 OLED (2024), 16 ""(40.64cm) 3.2K OLED 16:10 120Hz, Intel Core Ultra 5 125H, Thin and Light Laptop (16GB LPDDR5X/1TB SSD/Intel Arc Graphics/Win11/Mist Blue/1.50 Kg), S5606MA-MX551WS  ","1,09,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MjY3MDAyNDMwMDE2NDc0OjE3MjM3OTY1MDU6c3BfYXRmX25leHQ6MzAwMjgyNzkxNTE4ODMyOjowOjo&url=%2FASUS-Vivobook-OLED-40-64cm-3-2K%2Fdp%2FB09T95ZTBP%2Fref%3Dsr_1_193_sspa%3Fcrid%3DSI8S7XFM9KC6%26dib%3DeyJ2IjoiMSJ9.HMselnN-USe-nuW8UmUY1PdMEMULlHnhzGgQkpPX6di-z34HqJOH3ARz346keee27_wVENasghoTqeDtEcd1l6tbcKB8XZdX2BcNHJ5UBVyTp1FkszSMLUUfjdwbBvqJUOKHHuWLbgnQ2sLrhFlr79GgM-ebavou2MjqIJGeeZHfENi5ieiUQ4UaJvpmT0ZJcid2Lqc5FtdXctk9agVNWBl45z-m-2jvcF8pq1jLN4o.mSKqWLOcPmezNqe8UH3Fr4jeBK_yeTcnUDEKsehISMw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1723796505%26sprefix%3Dlaptop%252Caps%252C217%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
